TF	Target	Experimentos
AT4G23550	AT5G06450	1/2
AT5G58900	AT5G06450	1/1
AT4G36160	AT5G06450	1/2
AT5G60130	AT5G06450	1/1
AT5G62380	AT5G06450	1/2
AT1G02230	AT5G06450	2/2
AT1G25550	AT5G06450	1/2
AT5G26170	AT5G06450	1/1
AT4G18170	AT5G06450	1/1
AT2G03500	AT5G06450	1/1
AT1G68670	AT5G06450	1/2
AT1G29860	AT5G06450	1/1
AT1G02250	AT5G06450	1/1
AT1G80840	AT5G06450	1/1
AT2G20400	AT5G06450	1/1
AT1G18330	AT5G10400	1/2
AT5G65410	AT5G10400	2/2
AT5G39760	AT5G10400	2/2
AT4G01250	AT5G10400	1/2
AT4G31800	AT5G10400	2/2
AT5G13080	AT5G10400	1/2
AT1G75240	AT5G10400	1/2
AT1G19000	AT5G10400	2/2
AT2G23320	AT5G10400	1/2
AT3G09600	AT5G10400	1/2
AT3G28920	AT5G10400	1/2
AT5G46350	AT5G10400	1/2
AT3G50060	AT5G10400	1/1
AT4G32730	AT5G10400	2/2
AT1G49560	AT5G10400	1/2
AT5G41570	AT5G10400	2/2
AT5G06100	AT5G10400	1/1
AT3G62420	AT5G10400	2/2
AT2G01930	AT5G10400	1/2
AT5G58900	AT5G10400	1/1
AT5G60130	AT5G10400	1/1
AT2G46270	AT5G10400	1/2
AT5G67300	AT5G10400	1/1
AT5G26170	AT5G10400	1/1
AT4G00250	AT5G10400	1/1
AT2G23290	AT5G10400	1/1
AT4G34590	AT5G10400	1/1
AT2G40740	AT5G10400	1/1
AT2G35530	AT5G10400	1/2
AT1G32150	AT5G10400	1/1
AT3G56400	AT5G10400	1/1
AT5G15830	AT5G10400	1/1
AT1G80840	AT5G10400	1/1
AT2G18160	AT5G10400	1/2
AT5G02320	AT5G10400	1/1
AT5G11510	AT5G10400	1/1
AT3G24120	AT5G13450	2/2
AT4G36740	AT5G13450	2/2
AT5G45580	AT5G13450	2/2
AT5G65310	AT5G13450	2/2
AT5G03790	AT5G13450	2/2
AT1G27730	AT5G13450	2/2
AT1G49480	AT5G13450	2/2
AT2G31230	AT5G13450	1/2
AT3G04030	AT5G13450	2/2
AT2G20110	AT5G13450	1/2
AT2G01060	AT5G13450	2/2
AT3G50060	AT5G13450	1/1
AT1G49560	AT5G13450	2/2
AT4G14770	AT5G13450	1/2
AT2G18550	AT5G13450	1/2
AT4G37180	AT5G13450	2/2
AT1G74650	AT5G13450	1/1
AT1G69780	AT5G13450	1/1
AT5G60130	AT5G13450	1/1
AT2G18380	AT5G13450	1/1
AT1G13260	AT5G13450	1/2
AT1G14687	AT5G13450	1/1
AT1G25550	AT5G13450	1/2
AT3G02940	AT5G13450	1/2
AT1G68670	AT5G13450	1/2
AT3G49530	AT5G13450	1/2
AT3G12730	AT5G13450	1/1
AT2G46680	AT5G13450	1/1
AT1G20910	AT5G13450	1/1
AT2G15740	AT5G13450	1/1
AT3G10030	AT5G13450	1/2
AT1G08010	AT5G13450	1/1
AT3G24120	AT5G13780	1/2
AT5G65310	AT5G13780	1/2
AT2G42200	AT5G13780	1/2
AT1G69010	AT5G13780	2/2
AT5G66940	AT5G13780	1/2
AT5G03790	AT5G13780	1/2
AT3G50260	AT5G13780	2/2
AT5G51990	AT5G13780	1/2
AT1G77200	AT5G13780	1/2
AT1G19210	AT5G13780	1/2
AT5G04410	AT5G13780	1/2
AT4G32730	AT5G13780	1/2
AT5G67190	AT5G13780	1/2
AT1G77920	AT5G13780	1/2
AT5G41570	AT5G13780	1/2
AT3G20310	AT5G13780	1/2
AT3G03200	AT5G13780	1/2
AT3G57920	AT5G13780	1/1
AT2G01930	AT5G13780	1/2
AT2G02820	AT5G13780	1/2
AT2G38340	AT5G13780	2/2
AT5G06950	AT5G13780	1/2
AT1G34190	AT5G13780	1/2
AT1G34180	AT5G13780	1/1
AT2G23340	AT5G13780	2/2
AT5G10030	AT5G13780	1/2
AT5G11260	AT5G13780	1/1
AT3G61150	AT5G13780	1/1
AT1G28160	AT5G13780	1/2
AT1G22810	AT5G13780	1/2
AT1G47655	AT5G13780	1/2
AT2G33550	AT5G13780	1/1
AT4G00730	AT5G13780	1/1
AT1G68550	AT5G13780	1/1
AT2G27300	AT5G13780	1/1
AT1G03800	AT5G13780	1/1
AT1G36060	AT5G13780	1/2
AT4G06746	AT5G13780	1/1
AT3G20770	AT5G13780	1/1
AT3G24120	AT5G16620	2/2
AT1G18330	AT5G16620	2/2
AT5G45580	AT5G16620	2/2
AT5G02460	AT5G16620	1/2
AT4G01250	AT5G16620	2/2
AT5G17300	AT5G16620	1/2
AT1G27730	AT5G16620	2/2
AT3G22830	AT5G16620	1/2
AT5G13080	AT5G16620	1/2
AT2G23320	AT5G16620	1/2
AT3G09600	AT5G16620	1/2
AT1G19210	AT5G16620	1/2
AT3G04030	AT5G16620	2/2
AT5G46350	AT5G16620	1/2
AT2G22540	AT5G16620	1/2
AT2G30250	AT5G16620	1/2
AT5G52830	AT5G16620	1/2
AT2G40260	AT5G16620	1/2
AT3G10113	AT5G16620	1/1
AT1G72740	AT5G16620	1/2
AT3G04060	AT5G16620	1/2
AT4G23550	AT5G16620	1/2
AT5G52660	AT5G16620	1/2
AT5G19790	AT5G16620	1/2
AT5G60130	AT5G16620	1/1
AT1G13260	AT5G16620	2/2
AT1G14687	AT5G16620	1/1
AT1G31140	AT5G16620	1/1
AT3G01970	AT5G16620	2/2
AT5G26170	AT5G16620	1/1
AT3G60580	AT5G16620	1/1
AT5G39610	AT5G16620	1/2
AT3G12730	AT5G16620	1/1
AT1G51220	AT5G16620	2/2
AT3G24120	AT5G17550	2/2
AT5G45580	AT5G17550	1/2
AT1G79580	AT5G17550	1/2
AT1G69010	AT5G17550	2/2
AT1G27730	AT5G17550	2/2
AT3G22830	AT5G17550	1/2
AT1G19000	AT5G17550	2/2
AT5G56840	AT5G17550	1/2
AT1G49010	AT5G17550	2/2
AT4G17980	AT5G17550	1/2
AT1G19850	AT5G17550	1/1
AT2G22540	AT5G17550	1/2
AT5G61620	AT5G17550	2/2
AT3G62420	AT5G17550	2/2
AT1G74650	AT5G17550	1/1
AT1G06850	AT5G17550	1/2
AT5G58900	AT5G17550	1/1
AT2G46270	AT5G17550	1/2
AT5G62380	AT5G17550	1/2
AT2G38340	AT5G17550	1/2
AT1G02230	AT5G17550	2/2
AT5G47390	AT5G17550	1/1
AT1G31140	AT5G17550	1/1
AT5G08520	AT5G17550	2/2
AT3G60580	AT5G17550	1/1
AT4G00250	AT5G17550	1/1
AT4G34590	AT5G17550	1/1
AT5G04390	AT5G17550	1/1
AT2G35530	AT5G17550	1/2
AT1G32150	AT5G17550	1/1
AT2G18160	AT5G17550	1/2
AT4G01550	AT5G17550	1/1
AT3G56850	AT5G17550	1/1
AT3G11280	AT5G17550	1/1
AT1G18330	AT5G24640	2/2
AT5G17300	AT5G24640	2/2
AT3G50260	AT5G24640	1/2
AT1G01060	AT5G24640	1/2
AT5G56840	AT5G24640	1/2
AT2G23320	AT5G24640	1/2
AT3G09600	AT5G24640	1/2
AT1G49010	AT5G24640	1/2
AT1G77200	AT5G24640	1/2
AT5G04410	AT5G24640	2/2
AT1G16490	AT5G24640	2/2
AT3G10480	AT5G24640	2/2
AT3G10113	AT5G24640	1/1
AT5G61620	AT5G24640	1/2
AT5G52660	AT5G24640	1/2
AT4G25490	AT5G24640	1/2
AT3G12720	AT5G24640	1/1
AT1G12630	AT5G24640	1/2
AT1G09540	AT5G24640	2/2
AT2G38340	AT5G24640	1/2
AT1G34190	AT5G24640	2/2
AT5G47390	AT5G24640	1/1
AT4G16750	AT5G24640	1/1
AT3G02940	AT5G24640	1/2
AT1G34180	AT5G24640	1/1
AT3G08500	AT5G24640	1/1
AT3G10500	AT5G24640	2/2
AT1G71450	AT5G24640	1/1
AT3G16280	AT5G24640	1/1
AT4G26030	AT5G24640	1/1
AT4G01680	AT5G24640	1/1
AT1G34670	AT5G24640	1/2
AT1G32870	AT5G24640	1/1
AT1G06180	AT5G24640	1/1
AT1G79180	AT5G24640	1/1
AT1G18330	AT5G25450	2/2
AT5G17300	AT5G25450	2/2
AT3G22830	AT5G25450	2/2
AT1G01060	AT5G25450	1/2
AT3G09600	AT5G25450	2/2
AT1G06280	AT5G25450	2/2
AT2G31230	AT5G25450	1/2
AT4G01280	AT5G25450	1/2
AT1G19850	AT5G25450	1/1
AT5G16820	AT5G25450	2/2
AT3G10113	AT5G25450	1/1
AT1G72740	AT5G25450	2/2
AT2G33710	AT5G25450	2/2
AT5G52660	AT5G25450	1/2
AT3G15210	AT5G25450	2/2
AT2G02820	AT5G25450	1/2
AT1G53170	AT5G25450	1/2
AT5G07310	AT5G25450	1/2
AT5G64750	AT5G25450	2/2
AT3G60580	AT5G25450	1/1
AT5G25190	AT5G25450	1/2
AT1G28160	AT5G25450	1/2
AT1G43160	AT5G25450	1/2
AT3G09735	AT5G25450	1/1
AT1G28370	AT5G25450	1/1
AT1G53910	AT5G25450	1/1
AT5G67580	AT5G25450	1/1
AT2G43000	AT5G25450	1/1
AT1G68550	AT5G25450	1/1
AT5G22990	AT5G25450	1/1
AT1G50640	AT5G25450	1/1
AT5G18560	AT5G25450	1/1
AT4G01500	AT5G25450	1/1
AT1G18330	AT5G39700	1/2
AT1G28470	AT5G39700	1/2
AT4G36740	AT5G39700	2/2
AT5G45580	AT5G39700	1/2
AT5G65310	AT5G39700	2/2
AT2G42200	AT5G39700	1/2
AT5G65410	AT5G39700	2/2
AT5G39760	AT5G39700	2/2
AT1G49480	AT5G39700	1/2
AT1G75240	AT5G39700	2/2
AT3G12250	AT5G39700	1/2
AT1G06280	AT5G39700	2/2
AT3G28920	AT5G39700	2/2
AT2G20110	AT5G39700	1/2
AT1G77920	AT5G39700	1/2
AT4G28500	AT5G39700	1/2
AT1G74650	AT5G39700	1/1
AT2G18350	AT5G39700	2/2
AT3G57920	AT5G39700	1/1
AT1G69780	AT5G39700	1/1
AT2G18380	AT5G39700	1/1
AT5G06950	AT5G39700	1/2
AT1G02230	AT5G39700	1/2
AT5G47370	AT5G39700	2/2
AT2G46680	AT5G39700	1/1
AT2G22430	AT5G39700	1/1
AT1G69180	AT5G39700	1/1
AT1G30490	AT5G39700	1/1
AT1G52150	AT5G39700	1/1
AT3G01220	AT5G39700	1/1
AT1G68200	AT5G39700	1/1
AT1G08010	AT5G39700	1/1
AT3G60530	AT5G39700	1/1
AT1G13450	AT5G39700	1/1
AT3G24120	AT5G41430	2/2
AT1G18330	AT5G41430	2/2
AT5G45580	AT5G41430	2/2
AT5G17300	AT5G41430	2/2
AT1G49480	AT5G41430	2/2
AT1G01060	AT5G41430	2/2
AT5G56840	AT5G41430	1/2
AT3G09600	AT5G41430	2/2
AT1G49010	AT5G41430	1/2
AT1G19210	AT5G41430	1/2
AT3G04030	AT5G41430	2/2
AT4G01280	AT5G41430	2/2
AT2G01060	AT5G41430	2/2
AT1G19850	AT5G41430	1/1
AT3G50060	AT5G41430	1/1
AT1G77920	AT5G41430	1/2
AT1G49560	AT5G41430	1/2
AT2G45420	AT5G41430	1/2
AT3G10113	AT5G41430	1/1
AT4G37180	AT5G41430	1/2
AT5G06100	AT5G41430	1/1
AT5G52660	AT5G41430	1/2
AT5G58900	AT5G41430	1/1
AT5G06950	AT5G41430	1/2
AT1G34190	AT5G41430	1/2
AT1G14687	AT5G41430	1/1
AT5G47390	AT5G41430	1/1
AT1G31140	AT5G41430	1/1
AT5G67300	AT5G41430	1/1
AT2G03500	AT5G41430	1/1
AT2G23290	AT5G41430	1/1
AT3G12730	AT5G41430	1/1
AT3G15500	AT5G41430	1/1
AT3G22830	AT5G42240	1/2
AT1G33240	AT5G42240	1/2
AT3G12250	AT5G42240	2/2
AT2G23320	AT5G42240	1/2
AT1G06280	AT5G42240	1/2
AT2G45410	AT5G42240	2/2
AT1G19210	AT5G42240	1/2
AT1G19850	AT5G42240	1/1
AT3G50060	AT5G42240	1/1
AT2G22540	AT5G42240	2/2
AT1G77920	AT5G42240	1/2
AT1G16490	AT5G42240	1/2
AT2G45420	AT5G42240	2/2
AT1G08320	AT5G42240	1/2
AT2G33710	AT5G42240	1/2
AT5G06100	AT5G42240	1/1
AT3G20310	AT5G42240	1/2
AT2G01940	AT5G42240	1/2
AT1G74650	AT5G42240	1/1
AT1G09540	AT5G42240	1/2
AT1G06850	AT5G42240	1/2
AT4G21040	AT5G42240	1/1
AT5G19790	AT5G42240	1/2
AT2G02820	AT5G42240	1/2
AT1G13260	AT5G42240	1/2
AT1G34190	AT5G42240	1/2
AT5G51190	AT5G42240	1/2
AT2G40620	AT5G42240	1/2
AT1G31140	AT5G42240	1/1
AT5G67300	AT5G42240	1/1
AT3G01530	AT5G42240	1/1
AT1G68320	AT5G42240	1/1
AT5G10030	AT5G42240	1/2
AT2G32460	AT5G42240	1/2
AT5G25190	AT5G42240	1/2
AT2G44840	AT5G42240	1/1
AT2G42430	AT5G42240	1/2
AT2G43000	AT5G42240	1/1
AT5G08750	AT5G42240	1/1
AT1G28470	AT5G45750	2/2
AT5G65310	AT5G45750	1/2
AT1G79580	AT5G45750	2/2
AT3G45610	AT5G45750	1/2
AT4G31800	AT5G45750	2/2
AT1G33240	AT5G45750	2/2
AT5G60850	AT5G45750	1/2
AT2G46770	AT5G45750	2/2
AT4G10350	AT5G45750	2/2
AT4G17980	AT5G45750	1/2
AT5G04410	AT5G45750	1/2
AT4G28500	AT5G45750	1/2
AT4G14770	AT5G45750	1/2
AT3G22760	AT5G45750	1/2
AT1G12260	AT5G45750	2/2
AT5G58900	AT5G45750	1/1
AT4G21040	AT5G45750	1/1
AT4G36160	AT5G45750	1/2
AT5G60130	AT5G45750	1/1
AT5G62380	AT5G45750	1/2
AT2G18380	AT5G45750	1/1
AT1G13260	AT5G45750	2/2
AT5G46590	AT5G45750	1/2
AT4G18170	AT5G45750	1/1
AT2G46680	AT5G45750	1/1
AT1G29860	AT5G45750	1/1
AT5G66300	AT5G45750	1/2
AT2G18060	AT5G45750	1/1
AT5G22990	AT5G45750	1/1
AT1G62300	AT5G45750	1/1
AT4G29230	AT5G45750	1/1
AT4G22070	AT5G45750	1/1
AT1G08010	AT5G45750	1/1
AT5G09410	AT5G45750	1/1
AT3G60530	AT5G45750	1/1
AT5G39760	AT5G45930	1/2
AT3G22830	AT5G45930	2/2
AT1G33240	AT5G45930	2/2
AT1G19000	AT5G45930	2/2
AT5G56840	AT5G45930	2/2
AT1G49010	AT5G45930	2/2
AT2G20110	AT5G45930	1/2
AT3G50060	AT5G45930	1/1
AT3G47500	AT5G45930	1/2
AT5G16820	AT5G45930	2/2
AT4G14770	AT5G45930	1/2
AT5G61620	AT5G45930	1/2
AT5G06100	AT5G45930	1/1
AT5G58900	AT5G45930	1/1
AT1G76890	AT5G45930	2/2
AT2G46270	AT5G45930	1/2
AT2G18380	AT5G45930	1/1
AT5G47390	AT5G45930	1/1
AT1G31140	AT5G45930	1/1
AT5G67300	AT5G45930	1/1
AT1G69570	AT5G45930	1/2
AT5G08520	AT5G45930	1/2
AT4G00250	AT5G45930	1/1
AT2G23290	AT5G45930	1/1
AT1G29160	AT5G45930	1/1
AT2G32460	AT5G45930	1/2
AT4G34590	AT5G45930	1/1
AT3G24520	AT5G45930	1/2
AT4G37260	AT5G45930	1/1
AT2G35530	AT5G45930	1/2
AT1G74840	AT5G45930	1/1
AT3G09735	AT5G45930	1/1
AT2G18160	AT5G45930	1/2
AT5G17800	AT5G45930	1/2
AT4G11660	AT5G45930	1/2
AT2G26960	AT5G45930	1/1
AT3G24120	AT5G46930	2/2
AT1G18330	AT5G46930	1/2
AT4G36740	AT5G46930	2/2
AT5G45580	AT5G46930	1/2
AT5G65310	AT5G46930	1/2
AT1G79580	AT5G46930	1/2
AT1G69010	AT5G46930	1/2
AT4G01250	AT5G46930	2/2
AT1G27730	AT5G46930	1/2
AT1G49480	AT5G46930	2/2
AT4G31800	AT5G46930	2/2
AT5G13080	AT5G46930	1/2
AT1G19000	AT5G46930	1/2
AT2G23320	AT5G46930	2/2
AT3G09600	AT5G46930	1/2
AT1G06280	AT5G46930	1/2
AT5G46350	AT5G46930	2/2
AT1G29280	AT5G46930	1/2
AT2G30250	AT5G46930	1/2
AT5G52830	AT5G46930	1/2
AT2G18550	AT5G46930	1/2
AT5G41570	AT5G46930	1/2
AT3G10113	AT5G46930	1/1
AT5G56110	AT5G46930	1/2
AT3G12720	AT5G46930	1/1
AT5G66700	AT5G46930	1/2
AT2G18380	AT5G46930	1/1
AT3G01970	AT5G46930	2/2
AT3G01530	AT5G46930	1/1
AT1G68320	AT5G46930	1/1
AT5G62000	AT5G46930	1/1
AT2G22430	AT5G46930	1/1
AT1G25340	AT5G46930	1/1
AT1G20910	AT5G46930	1/1
AT3G18990	AT5G46930	1/1
AT3G24120	AT5G48330	1/2
AT4G36740	AT5G48330	2/2
AT5G65310	AT5G48330	2/2
AT1G79580	AT5G48330	1/2
AT5G17300	AT5G48330	1/2
AT1G27730	AT5G48330	2/2
AT1G06280	AT5G48330	1/2
AT1G19850	AT5G48330	1/1
AT1G77920	AT5G48330	1/2
AT2G18550	AT5G48330	1/2
AT5G05550	AT5G48330	2/2
AT3G62420	AT5G48330	2/2
AT1G74650	AT5G48330	1/1
AT3G12720	AT5G48330	1/1
AT1G69780	AT5G48330	1/1
AT2G46270	AT5G48330	1/2
AT2G18380	AT5G48330	1/1
AT5G58850	AT5G48330	1/2
AT5G65210	AT5G48330	1/2
AT5G46590	AT5G48330	1/2
AT2G46680	AT5G48330	1/1
AT1G19790	AT5G48330	1/1
AT4G34590	AT5G48330	1/1
AT1G01720	AT5G48330	1/1
AT2G35530	AT5G48330	1/2
AT1G30490	AT5G48330	1/1
AT1G32150	AT5G48330	1/1
AT2G33550	AT5G48330	1/1
AT5G15830	AT5G48330	1/1
AT2G18160	AT5G48330	2/2
AT1G52150	AT5G48330	1/1
AT2G02450	AT5G48330	1/1
AT3G01220	AT5G48330	1/1
AT2G04038	AT5G48330	1/2
AT3G56850	AT5G48330	1/1
AT1G75390	AT5G48330	1/1
AT1G45249	AT5G48330	1/1
AT3G24120	AT5G49190	2/2
AT5G45580	AT5G49190	2/2
AT1G79580	AT5G49190	2/2
AT3G22830	AT5G49190	2/2
AT5G51990	AT5G49190	1/2
AT2G46770	AT5G49190	1/2
AT3G04030	AT5G49190	1/2
AT2G01060	AT5G49190	2/2
AT1G19850	AT5G49190	1/1
AT3G50060	AT5G49190	1/1
AT5G16820	AT5G49190	2/2
AT2G22540	AT5G49190	2/2
AT1G77920	AT5G49190	1/2
AT1G16490	AT5G49190	1/2
AT2G40260	AT5G49190	1/2
AT1G08320	AT5G49190	1/2
AT4G37180	AT5G49190	1/2
AT1G74650	AT5G49190	1/1
AT1G09540	AT5G49190	1/2
AT2G01930	AT5G49190	1/2
AT2G46270	AT5G49190	1/2
AT1G31140	AT5G49190	1/1
AT3G02940	AT5G49190	2/2
AT2G03500	AT5G49190	1/1
AT1G68320	AT5G49190	1/1
AT3G60580	AT5G49190	1/1
AT3G12730	AT5G49190	1/1
AT4G26030	AT5G49190	1/1
AT1G51140	AT5G49190	1/1
AT3G24520	AT5G49190	1/2
AT1G34670	AT5G49190	1/2
AT2G36010	AT5G49190	2/2
AT2G20400	AT5G49190	1/1
AT5G62320	AT5G49190	1/1
AT3G24120	AT5G50110	2/2
AT1G18330	AT5G50110	2/2
AT2G28810	AT5G50110	1/2
AT5G45580	AT5G50110	2/2
AT5G65410	AT5G50110	1/2
AT1G27730	AT5G50110	2/2
AT1G49480	AT5G50110	1/2
AT3G45610	AT5G50110	1/2
AT1G75240	AT5G50110	1/2
AT5G51990	AT5G50110	1/2
AT1G19000	AT5G50110	2/2
AT3G09600	AT5G50110	1/2
AT1G49010	AT5G50110	2/2
AT3G28920	AT5G50110	1/2
AT3G04030	AT5G50110	1/2
AT5G46350	AT5G50110	1/2
AT3G50060	AT5G50110	1/1
AT5G06100	AT5G50110	1/1
AT5G52660	AT5G50110	1/2
AT5G58900	AT5G50110	1/1
AT4G21040	AT5G50110	1/1
AT1G13260	AT5G50110	2/2
AT2G40620	AT5G50110	1/2
AT1G31140	AT5G50110	1/1
AT5G08520	AT5G50110	1/2
AT3G60580	AT5G50110	1/1
AT2G23290	AT5G50110	1/1
AT2G32460	AT5G50110	1/2
AT3G12730	AT5G50110	1/1
AT2G46680	AT5G50110	1/1
AT5G04390	AT5G50110	1/1
AT1G47655	AT5G50110	1/2
AT2G36010	AT5G50110	1/2
AT5G18270	AT5G50110	1/2
AT5G05790	AT5G50110	1/1
AT4G01500	AT5G50110	1/1
AT3G24120	AT5G52210	2/2
AT4G36740	AT5G52210	1/2
AT5G45580	AT5G52210	2/2
AT5G02460	AT5G52210	1/2
AT1G27730	AT5G52210	1/2
AT1G49480	AT5G52210	1/2
AT3G45610	AT5G52210	1/2
AT1G19000	AT5G52210	1/2
AT5G56840	AT5G52210	1/2
AT3G04030	AT5G52210	1/2
AT2G01060	AT5G52210	2/2
AT1G72740	AT5G52210	1/2
AT5G61620	AT5G52210	2/2
AT3G04060	AT5G52210	1/2
AT5G56110	AT5G52210	1/2
AT3G62420	AT5G52210	2/2
AT3G12720	AT5G52210	1/1
AT1G09540	AT5G52210	1/2
AT2G46270	AT5G52210	1/2
AT1G31140	AT5G52210	1/1
AT3G01530	AT5G52210	1/1
AT2G03500	AT5G52210	1/1
AT1G68320	AT5G52210	1/1
AT3G12730	AT5G52210	1/1
AT4G34590	AT5G52210	1/1
AT1G25340	AT5G52210	1/1
AT2G35530	AT5G52210	1/2
AT3G53200	AT5G52210	2/2
AT1G32150	AT5G52210	1/1
AT1G74840	AT5G52210	1/1
AT2G18160	AT5G52210	1/2
AT2G20400	AT5G52210	1/1
AT5G22990	AT5G52210	1/1
AT3G56850	AT5G52210	1/1
AT5G29000	AT5G52210	1/1
AT1G75390	AT5G52210	1/1
AT1G45249	AT5G52210	1/1
AT5G65310	AT5G52790	2/2
AT5G03790	AT5G52790	2/2
AT1G27730	AT5G52790	1/2
AT1G64620	AT5G52790	1/2
AT1G19000	AT5G52790	2/2
AT5G56840	AT5G52790	1/2
AT1G49010	AT5G52790	1/2
AT4G17980	AT5G52790	2/2
AT5G13180	AT5G52790	2/2
AT1G16490	AT5G52790	1/2
AT2G01940	AT5G52790	1/2
AT3G12720	AT5G52790	1/1
AT1G09540	AT5G52790	1/2
AT2G01930	AT5G52790	1/2
AT1G69780	AT5G52790	1/1
AT5G19790	AT5G52790	1/2
AT5G58850	AT5G52790	1/2
AT5G08520	AT5G52790	1/2
AT3G01530	AT5G52790	1/1
AT1G68320	AT5G52790	1/1
AT3G12130	AT5G52790	1/1
AT4G00250	AT5G52790	1/1
AT1G29160	AT5G52790	1/1
AT5G11260	AT5G52790	1/1
AT1G19790	AT5G52790	1/1
AT1G51140	AT5G52790	1/1
AT4G01680	AT5G52790	1/1
AT1G51220	AT5G52790	2/2
AT1G25340	AT5G52790	1/1
AT3G53200	AT5G52790	2/2
AT1G47655	AT5G52790	1/2
AT2G06200	AT5G52790	1/1
AT5G67580	AT5G52790	1/1
AT1G35460	AT5G52790	1/1
AT3G01220	AT5G52790	1/1
AT1G70920	AT5G52790	1/2
AT3G24120	AT5G56700	1/2
AT1G18330	AT5G56700	2/2
AT5G45580	AT5G56700	1/2
AT5G65310	AT5G56700	1/2
AT1G69010	AT5G56700	2/2
AT1G27730	AT5G56700	1/2
AT3G22830	AT5G56700	2/2
AT1G01060	AT5G56700	1/2
AT1G49010	AT5G56700	2/2
AT2G45410	AT5G56700	1/2
AT2G01060	AT5G56700	1/2
AT5G16820	AT5G56700	2/2
AT1G16490	AT5G56700	1/2
AT3G10113	AT5G56700	1/1
AT1G72740	AT5G56700	1/2
AT5G61620	AT5G56700	1/2
AT2G01940	AT5G56700	1/2
AT1G74650	AT5G56700	1/1
AT3G12720	AT5G56700	1/1
AT5G58900	AT5G56700	1/1
AT4G01540	AT5G56700	1/2
AT2G18380	AT5G56700	1/1
AT5G47390	AT5G56700	1/1
AT5G08520	AT5G56700	2/2
AT4G00250	AT5G56700	1/1
AT2G46680	AT5G56700	1/1
AT1G74480	AT5G56700	1/2
AT3G24520	AT5G56700	1/2
AT1G25340	AT5G56700	1/1
AT2G33550	AT5G56700	1/1
AT3G09735	AT5G56700	1/1
AT4G11660	AT5G56700	2/2
AT5G62320	AT5G56700	1/1
AT4G01500	AT5G56700	1/1
AT3G30210	AT5G56700	1/1
AT5G62020	AT5G56700	1/1
AT3G24120	AT5G56800	2/2
AT5G45580	AT5G56800	2/2
AT3G12250	AT5G56800	2/2
AT1G19000	AT5G56800	1/2
AT1G49010	AT5G56800	1/2
AT3G04030	AT5G56800	1/2
AT2G01060	AT5G56800	2/2
AT1G77920	AT5G56800	2/2
AT1G49560	AT5G56800	2/2
AT5G61620	AT5G56800	1/2
AT1G08320	AT5G56800	2/2
AT4G37180	AT5G56800	2/2
AT5G19790	AT5G56800	2/2
AT5G06950	AT5G56800	2/2
AT1G25550	AT5G56800	2/2
AT5G47390	AT5G56800	1/1
AT5G65210	AT5G56800	2/2
AT4G18170	AT5G56800	1/1
AT2G03500	AT5G56800	1/1
AT1G68670	AT5G56800	1/2
AT5G10030	AT5G56800	2/2
AT4G00250	AT5G56800	1/1
AT3G12730	AT5G56800	1/1
AT1G74840	AT5G56800	1/1
AT2G43000	AT5G56800	1/1
AT2G02450	AT5G56800	1/1
AT2G20400	AT5G56800	1/1
AT5G06839	AT5G56800	1/2
AT1G22070	AT5G56800	1/1
AT5G06960	AT5G56800	1/1
AT1G28470	AT5G59240	2/2
AT2G42200	AT5G59240	2/2
AT1G79580	AT5G59240	2/2
AT1G27730	AT5G59240	1/2
AT3G22830	AT5G59240	2/2
AT2G46770	AT5G59240	2/2
AT3G15270	AT5G59240	2/2
AT4G10350	AT5G59240	2/2
AT4G17980	AT5G59240	2/2
AT5G16820	AT5G59240	1/2
AT4G28500	AT5G59240	1/2
AT1G72740	AT5G59240	1/2
AT4G37180	AT5G59240	1/2
AT1G12260	AT5G59240	1/2
AT2G01940	AT5G59240	1/2
AT3G03200	AT5G59240	2/2
AT3G57920	AT5G59240	1/1
AT1G06850	AT5G59240	1/2
AT4G36160	AT5G59240	1/2
AT5G62380	AT5G59240	1/2
AT4G01540	AT5G59240	1/2
AT2G40620	AT5G59240	1/2
AT5G46590	AT5G59240	1/2
AT1G01720	AT5G59240	1/1
AT5G04390	AT5G59240	1/1
AT1G52880	AT5G59240	1/2
AT5G46830	AT5G59240	1/1
AT3G04070	AT5G59240	1/1
AT3G09735	AT5G59240	1/1
AT1G65910	AT5G59240	1/1
AT1G02250	AT5G59240	1/1
AT5G18270	AT5G59240	1/2
AT2G18060	AT5G59240	1/1
AT4G29230	AT5G59240	1/1
AT1G18330	AT5G61450	1/2
AT1G28470	AT5G61450	1/2
AT4G36740	AT5G61450	2/2
AT5G65310	AT5G61450	1/2
AT5G65410	AT5G61450	1/2
AT1G69010	AT5G61450	2/2
AT5G17300	AT5G61450	1/2
AT1G27730	AT5G61450	1/2
AT1G49480	AT5G61450	1/2
AT3G22830	AT5G61450	2/2
AT5G13080	AT5G61450	1/2
AT1G75240	AT5G61450	1/2
AT3G09600	AT5G61450	2/2
AT3G28920	AT5G61450	1/2
AT2G20110	AT5G61450	1/2
AT3G50060	AT5G61450	1/1
AT5G16820	AT5G61450	1/2
AT4G32730	AT5G61450	2/2
AT4G28500	AT5G61450	1/2
AT3G10113	AT5G61450	1/1
AT1G74650	AT5G61450	1/1
AT5G60130	AT5G61450	1/1
AT1G31140	AT5G61450	1/1
AT5G67300	AT5G61450	1/1
AT4G18170	AT5G61450	1/1
AT3G60580	AT5G61450	1/1
AT1G51140	AT5G61450	1/1
